Invoice_ID,Project_ID,Client_ID,Invoice_Date,Due_Date,Invoice_Subtotal_CAD,Tax_Rate,Tax_Amount_CAD,Total_Invoice_Amount_CAD,Invoice_Status
INV-000484,PRJ-0183, CLT-005 ,2024-08-03,2024-09-02,57199.87,0.12,6863.98,64063.85,Paid
INV-000485,PRJ-0183,CLT-005,2024-09-25,2024-10-25,96492.33,0.12,11579.08,108071.41,Paid
INV-000486,PRJ-0184,CLT-056,2023-12-29,2024-01-28,45368.67,0.13,5897.93,51266.6,Partially Paid - Overdue
INV-000487,PRJ-0184,CLT-056,2024-03-21,2024-04-20,51181.01,0.13,6653.53,57834.54,
INV-000488,PRJ-0184,CLT-056,2024-05-18,2024-06-17,42843.2,0.13,5569.62,48412.82,Paid
INV-000489,PRJ-0184,CLT-056,2024-08-07,2024-09-06,58090.8,0.13,7551.8,65642.6,Paid
INV-000490,PRJ-0185,CLT-080,2024-03-02,2024-03-17,20666.76,0.12,2480.01,23146.77,paid
INV-000491,PRJ-0186,CLT-020,2025-06-21,2025-07-21,34203.46,0.13,4446.45,38649.91,Paid
INV-000492,PRJ-0186,CLT-020,2025-08-09,2025-09-08,53577.11,,,,Paid
INV-000493,PRJ-0186,CLT-020,2025-09-10,2025-10-10,56212.49,0.13,7307.62,63520.11,Partially Paid - Overdue
INV-000494,PRJ-0186,CLT-020,2025-10-22,2025-11-21,49130.51,0.13,6386.97,55517.48,Paid
INV-000495,PRJ-0187,CLT-035,2025-02-19,2025-03-21,48215.05,0.13,6267.96,54483.01,Partially Paid - Overdue
INV-000496,PRJ-0188,CLT-040,2024-03-05,2024-03-20,31601.35,0.05,1580.07,33181.42,Paid
INV-000497,PRJ-0188,CLT-040,2024-04-26,2024-05-11,44530.6,0.05,2226.53,46757.13,Paid
INV-000498,prj-0188 ,CLT-040,2024-06-13,2024-06-28,32496.88,0.05,1624.84,34121.72,Paid
INV-000499,PRJ-0189,CLT-073,2023-03-19,2023-04-18,59595.55,0.13,7747.42,67342.97,Overdue
INV-000500,PRJ-0189,CLT-073,2023-04-30,2023-05-30,48959.85,0.13,6364.78,55324.63,Paid
INV-000501,PRJ-0189, CLT-073,2023-06-25,2023-07-25,62958.59,0.13,8184.62,71143.21,
INV-000502,PRJ-0190,CLT-086,2024-09-21,2024-10-21,45143.14,0.13,5868.61,51011.75,Paid
INV-000503,PRJ-0190,CLT-086,2024-11-21,2024-12-21,61580.95,0.13,8005.52,69586.47,Paid
INV-000504,PRJ-0190,CLT-086,2025-01-06,2025-02-05,52569.41,0.13,6834.02,59403.43,Paid
INV-000505,PRJ-0191,CLT-001,2025-09-05,2025-10-20,17269.35,0.13,2245.02,19514.37,Paid
INV-000506,PRJ-0192,CLT-042,2024-01-04,2024-02-03,76892.79,0.14975,11514.7,88407.49,Partially Paid - Overdue
INV-000507,PRJ-0192,CLT-042,2024-01-18,2024-02-17,71680.13,0.14975,10734.1,82414.23,Paid
INV-000508,PRJ-0192,CLT-042,2024-02-05,2024-03-06,41307.36,0.14975,6185.78,47493.14,Overdue
INV-000509,PRJ-0193,CLT-032,2023-09-28,2023-11-12,65130.73,0.14975,9753.33,74884.06,Paid
INV-000510, PRJ-0193,CLT-032,2023-11-06,2023-12-21,39141.03,0.14975,5861.37,45002.4,Paid
INV-000511,PRJ-0193,CLT-032,2023-12-08,2024-01-22,49029.89,0.14975,7342.23,56372.12,Partially Paid - Overdue
INV-000512,PRJ-0193 ,CLT-032,2023-12-27,2024-02-10,63343.87,0.14975,9485.74,72829.61,Paid
INV-000513,PRJ-0194,CLT-030,2025-09-08,2025-09-23,37728.42,0.13,4904.69,42633.11,Paid
INV-000514,PRJ-0195,CLT-015,2025-02-15,2025-03-17,74149.83,0.12,8897.98,83047.81,Partially Paid - Overdue
INV-000515,PRJ-0195,CLT-015,2025-05-02,2025-06-01,61993.54,0.12,7439.22,69432.76,Paid
INV-000516,PRJ-0196,CLT-031,2024-04-16,2024-05-01,40188.5,0.14975,6018.23,46206.73,Partially Paid - Overdue
INV-000517,PRJ-0196,CLT-031,2024-05-25,2024-06-09,37570.17,,,,Paid
INV-000518,PRJ-0196,CLT-031,2024-06-20,2024-07-05,39984.82,,,,
INV-000519,PRJ-0197,CLT-050,2025-07-09,2025-08-08,39467.63,0.14975,5910.28,45377.91,Paid
INV-000520,PRJ-0197,CLT-050 ,2025-07-24,2025-08-23,33707.85,0.14975,5047.75,38755.6,Paid
INV-000521,PRJ-0197,CLT-050,2025-08-12,2025-09-11,38424.9,0.14975,5754.13,44179.03,Paid
INV-000522,PRJ-0198,CLT-088,2025-06-16,2025-07-31,138708.07,0.12,16644.97,155353.04,Partially Paid - Overdue
INV-000523,PRJ-0198,CLT-088,2025-09-15,2025-10-30,144196.74,0.12,17303.61,161500.35,Partially Paid - Overdue
INV-000524,PRJ-0198,CLT-088,2025-12-01,2026-01-15,117146.51,0.12,14057.58,131204.09,Partially Paid
INV-000525,PRJ-0199,CLT-092,2024-04-20,2024-05-20,30652.36,0.14975,4590.19,35242.55,Paid
INV-000526,PRJ-0199,CLT-092,2024-06-12,2024-07-12,64443.15,0.14975,9650.36,74093.51,Overdue
INV-000527,PRJ-0199,CLT-092,2024-07-10,2024-08-09,61229.2,0.14975,9169.07,70398.27,Partially Paid - Overdue
INV-000528,PRJ-0200,CLT-020,2023-03-07,2023-04-06,35933.13,0.13,4671.31,40604.44,Paid
INV-000529,PRJ-0200,CLT-020,2023-04-13,2023-05-13,70126.99,0.13,9116.51,79243.5,Paid
INV-000530,PRJ-0200,CLT-020,2023-06-13,2023-07-13,52541.99,0.13,6830.46,59372.45,overdue
INV-000531,PRJ-0201,CLT-086,2024-07-24,2024-08-23,28392.7,0.13,3691.05,32083.75,Paid
INV-000532,PRJ-0201,CLT-086,2024-10-22,2024-11-21,48873.38,0.13,6353.54,55226.92,Paid
INV-000533,PRJ-0201,CLT-086,2025-01-12,2025-02-11,47138.6,,,,Paid
INV-000534,PRJ-0202,CLT-041,2023-06-28,2023-07-28,47834.27,0.14975,7163.18,54997.45,Partially Paid - Overdue
INV-000535,PRJ-0202,CLT-041,2023-07-14,2023-08-13,61633.71,0.14975,9229.65,70863.36,Paid
INV-000536,PRJ-0202,CLT-041,2023-08-07,2023-09-06,44581.11,0.14975,6676.02,51257.13,Partially Paid - Overdue
INV-000537,PRJ-0203,CLT-070,2024-03-06,2024-04-05,43368.73,0.15,6505.31,49874.04,Paid
INV-000538,PRJ-0203,CLT-070,2024-04-10,2024-05-10,75744.73,0.15,11361.71,87106.44,Paid
INV-000539,PRJ-0203, CLT-070,2024-05-17,2024-06-16,39083.65,0.15,5862.55,44946.2,Paid
INV-000540,PRJ-0203,CLT-070,2024-06-19,2024-07-19,68189.08,0.15,10228.36,78417.44,Paid
INV-000541,PRJ-0204,CLT-037,2025-01-26,2025-02-25,59848,,,,Partially Paid - Overdue
INV-000542,PRJ-0204,CLT-037,2025-03-13,2025-04-12,68513.44,0.05,3425.67,71939.11,Paid
INV-000543,PRJ-0204,CLT-037,2025-05-02,2025-06-01,48206.21,0.05,2410.31,50616.52,Partially Paid - Overdue
INV-000544,PRJ-0204,CLT-037,2025-06-28,2025-07-28,57026.4,,,,Paid
INV-000545,PRJ-0205,CLT-044,2024-07-06,2024-08-05,20741.62,0.13,2696.41,23438.03,Overdue
INV-000546,PRJ-0206,CLT-042,2024-09-13,2024-10-13,52394.56,0.14975,7846.09,60240.65,
INV-000547,prj-0206 ,CLT-042,2024-10-21,2024-11-20,44330.15,0.14975,6638.44,50968.59,Paid
INV-000548,PRJ-0206,CLT-042,2024-11-12,2024-12-12,65957.44,0.14975,9877.13,75834.57,Paid
INV-000549,PRJ-0207,CLT-088,2025-11-07,2025-12-22,22403.71,0.12,2688.45,25092.16,overdue
INV-000550,PRJ-0207,CLT-088,2025-12-06,2026-01-20,23599.49,0.12,2831.94,26431.43,Open
INV-000551,PRJ-0207,CLT-088,2025-12-30,2026-02-13,39430.65,0.12,4731.68,44162.33,Open
INV-000552,PRJ-0208,CLT-018,2025-04-13,2025-05-13,47359.48,0.14975,7092.08,54451.56,Paid
INV-000553,PRJ-0208,CLT-018,2025-06-16,2025-07-16,27872.13,,,,Paid
INV-000554,PRJ-0209,CLT-060,2024-07-21,2024-08-20,90689.11,,,,Paid
INV-000555,PRJ-0209,CLT-060,2024-08-09,2024-09-08,127362.45,0.05,6368.12,133730.57,Paid
INV-000556,PRJ-0209,CLT-060,2024-09-06,2024-10-06,117081.81,0.05,5854.09,122935.9,Paid
INV-000557,PRJ-0210,CLT-009,2023-06-24,2023-07-24,54261.33,0.05,2713.07,56974.4,Paid
INV-000558,PRJ-0210,CLT-009,2023-09-16,2023-10-16,52819.99,,,,Paid
INV-000559,PRJ-0211,CLT-005,2025-03-03,2025-04-02,35215.78,0.12,4225.89,39441.67,Paid
INV-000560,PRJ-0211,CLT-005,2025-03-18,2025-04-17,60316.86,0.12,7238.02,67554.88,
INV-000561,PRJ-0211,CLT-005,2025-04-23,2025-05-23,61253.14,0.12,7350.38,68603.52,Paid
INV-000562,PRJ-0211,CLT-005,2025-06-04,2025-07-04,64955.71,0.12,7794.69,72750.4,
INV-000563,PRJ-0212,CLT-030,2025-11-10,2025-11-25,22368.76,0.13,2907.94,25276.7,Paid
INV-000564,PRJ-0212,CLT-030,2025-12-26,2026-01-10,20413.64,0.13,2653.77,23067.41,Open
INV-000565,PRJ-0213,CLT-051,2025-05-18,2025-07-02,19816.73,0.12,2378.01,22194.74,Overdue
INV-000566,PRJ-0213,CLT-051,2025-06-05,2025-07-20,19862.26,,,,Partially Paid - Overdue
INV-000567,PRJ-0213,CLT-051,2025-07-01,2025-08-15,24024.93,0.12,2882.99,26907.92,Paid
INV-000568,PRJ-0214,CLT-032,2023-12-26,2024-02-09,24484.36,,,,Paid
INV-000569,PRJ-0214,CLT-032,2024-02-16,2024-04-01,16510.96,0.14975,2472.52,18983.48,Paid
INV-000570,PRJ-0214,CLT-032,2024-03-26,2024-05-10,28430.01,0.14975,4257.39,32687.4,paid
INV-000571,PRJ-0215,CLT-023,2023-08-16,2023-09-30,44406.55,0.13,5772.85,50179.4,Paid
INV-000572,PRJ-0215,CLT-023,2023-10-22,2023-12-06,53673.47,0.13,6977.55,60651.02,Paid
INV-000573,PRJ-0215,CLT-023,2024-01-31,2024-03-16,41662.25,0.13,5416.09,47078.34,Paid
INV-000574,PRJ-0216,CLT-034,2023-07-11,2023-08-10,83670.3,0.14975,12529.63,96199.93,Paid
INV-000575,PRJ-0216,CLT-034,2023-08-02,2023-09-01,51124.24,0.14975,7655.85,58780.09,Paid
INV-000576,PRJ-0216,CLT-034,2023-08-31,2023-09-30,61268.63,0.14975,9174.98,70443.61,Paid
INV-000577,PRJ-0217,CLT-021,2025-04-29,2025-05-29,26555.39,0.14975,3976.67,30532.06,Overdue
INV-000578,PRJ-0218,CLT-047,2024-07-01,2024-07-31,52399.68,0.13,6811.96,59211.64,Paid
INV-000579,PRJ-0218,CLT-047,2024-09-05,2024-10-05,71367.27,0.13,9277.75,80645.02,Paid
INV-000580,PRJ-0219,CLT-050,2025-12-18,2026-01-17,34608.95,0.14975,5182.69,39791.64,Partially Paid
INV-000581,PRJ-0220,CLT-037,2023-10-11,2023-11-10,76313.99,0.05,3815.7,80129.69,Paid
INV-000582,PRJ-0220,CLT-037,2023-11-15,2023-12-15,42421.89,0.05,2121.09,44542.98,Partially Paid - Overdue
INV-000583,PRJ-0220,CLT-037,2023-12-29,2024-01-28,41150.26,0.05,2057.51,43207.77,Paid
INV-000584,PRJ-0220,CLT-037,2024-02-22,2024-03-23,79365,0.05,3968.25,83333.25,Paid
INV-000585,PRJ-0221,CLT-067,2023-07-25,2023-08-24,83387.08,0.12,10006.45,93393.53,Paid
INV-000586,PRJ-0221,CLT-067,2023-08-23,2023-09-22,102997.25,0.12,12359.67,115356.92,
INV-000587,PRJ-0221,CLT-067,2023-10-23,2023-11-22,102125.48,0.12,12255.06,114380.54,Partially Paid - Overdue
INV-000588,PRJ-0222,CLT-009,2025-06-27,2025-07-27,42837.62,0.05,2141.88,44979.5,Paid
INV-000589,PRJ-0222,CLT-009,2025-07-30,2025-08-29,66895,0.05,3344.75,70239.75,Paid
INV-000590,PRJ-0222,CLT-009,2025-09-12,2025-10-12,71943.55,0.05,3597.18,75540.73,Paid
INV-000591,PRJ-0222, CLT-009,2025-11-01,2025-12-01,84536.52,0.05,4226.83,88763.35,Paid
INV-000592,PRJ-0223,CLT-042,2025-01-18,2025-02-17,87930.15,0.14975,13167.54,101097.69,Partially Paid - Overdue
INV-000593,PRJ-0223,CLT-042,2025-02-26,2025-03-28,66417.98,0.14975,9946.09,76364.07,Paid
INV-000594,PRJ-0223,CLT-042,2025-03-31,2025-04-30,49233.09,0.14975,7372.66,56605.75,Paid
INV-000595,PRJ-0223,CLT-042,2025-04-24,2025-05-24,56477.81,0.14975,8457.55,64935.36,Paid
INV-000596,PRJ-0224,CLT-008,2025-11-19,2026-01-03,34633.44,0.14975,5186.36,39819.8,
INV-000597,PRJ-0225,CLT-062,2023-11-05,2023-11-20,64682.17,0.12,7761.86,72444.03,Partially Paid - Overdue
INV-000598,PRJ-0225,CLT-062,2023-11-29,2023-12-14,76190.85,0.12,9142.9,85333.75,Paid
INV-000599,PRJ-0225,CLT-062,2024-01-14,2024-01-29,71047.5,,,,Paid
INV-000600,PRJ-0226,CLT-047,2023-06-23,2023-07-23,15960.88,0.13,2074.91,18035.79,
INV-000601,PRJ-0226,CLT-047,2023-08-12,2023-09-11,15933.91,0.13,2071.41,18005.32,Paid
INV-000602,PRJ-0227,CLT-025,2025-06-30,2025-07-30,101559.84,0.13,13202.78,114762.62,Paid
INV-000603,PRJ-0227,CLT-025,2025-08-24,2025-09-23,85625.82,0.13,11131.36,96757.18,Paid
INV-000604,PRJ-0227,CLT-025,2025-10-12,2025-11-11,69293.72,0.13,9008.18,78301.9,Paid
INV-000605,PRJ-0228,CLT-068,2024-08-24,2024-10-08,49527.72,0.13,6438.6,55966.32,Overdue
INV-000606,PRJ-0229,CLT-070,2023-04-26,2023-05-26,70833.46,0.15,10625.02,81458.48,Partially Paid - Overdue
INV-000607,prj-0229,CLT-070,2023-06-02,2023-07-02,41126.87,,,,Paid
INV-000608,PRJ-0229,CLT-070,2023-07-31,2023-08-30,46729.55,0.15,7009.43,53738.98,Paid
INV-000609,PRJ-0230,CLT-017,2023-03-20,2023-04-19,89982.14,0.14975,13474.83,103456.97,Paid
INV-000610,PRJ-0230,CLT-017,2023-05-27,2023-06-26,98007.08,0.14975,14676.56,112683.64,Paid
INV-000611,PRJ-0230,CLT-017,2023-07-06,2023-08-05,65624.36,0.14975,9827.25,75451.61,Paid
INV-000612,PRJ-0231,CLT-027,2024-08-14,2024-09-13,62327.97,0.13,8102.64,70430.61,
INV-000613,PRJ-0231,CLT-027,2024-10-26,2024-11-25,49709.01,0.13,6462.17,56171.18,Paid
INV-000614,PRJ-0231,CLT-027,2024-12-25,2025-01-24,70115.08,0.13,9114.96,79230.04,Partially Paid - Overdue
INV-000615,PRJ-0231,CLT-027,2025-02-06,2025-03-08,66690.23,0.13,8669.73,75359.96,Partially Paid - Overdue
INV-000616,PRJ-0232,CLT-037,2025-01-20,2025-02-19,61453.91,0.05,3072.7,64526.61,Paid
INV-000617,PRJ-0232,CLT-037,2025-02-04,2025-03-06,68254.91,0.05,3412.75,71667.66,Paid
INV-000618,PRJ-0232,CLT-037,2025-02-21,2025-03-23,54238.95,0.05,2711.95,56950.9,Paid
INV-000619,PRJ-0232,CLT-037,2025-03-08,2025-04-07,45027.25,0.05,2251.36,47278.61,Paid
INV-000620,PRJ-0233,CLT-037,2025-07-15,2025-08-14,52195.38,,,,Overdue
INV-000621,PRJ-0233,CLT-037,2025-08-06,2025-09-05,36768.09,0.05,1838.4,38606.49,Paid
INV-000622,PRJ-0234 ,CLT-076,2024-06-26,2024-07-11,25527.46,0.12,3063.3,28590.76,
INV-000623,PRJ-0234,CLT-076,2024-08-05,2024-08-20,15397.83,0.12,1847.74,17245.57,Paid
INV-000624,PRJ-0234,CLT-076,2024-08-27,2024-09-11,15454.85,,,,Partially Paid - Overdue
INV-000625,PRJ-0235,CLT-005,2025-05-02,2025-06-01,135275.04,0.12,16233,151508.04,Overdue
INV-000626,PRJ-0235,CLT-005,2025-05-22,2025-06-21,126536.24,0.12,15184.35,141720.59,
INV-000627,PRJ-0235,CLT-005,2025-07-01,2025-07-31,133476.19,0.12,16017.14,149493.33,Paid
INV-000628,PRJ-0236,CLT-072,2023-12-11,2024-01-10,47044.55,,,,Paid
INV-000629,PRJ-0236,CLT-072,2024-01-29,2024-02-28,53764.97,,,,Paid
INV-000630, PRJ-0236,CLT-072,2024-04-03,2024-05-03,75355.45,0.13,9796.21,85151.66,Paid
INV-000631,PRJ-0236,CLT-072,2024-05-31,2024-06-30,53699.23,0.13,6980.9,60680.13,Paid
INV-000632,PRJ-0237,CLT-095,2023-08-31,2023-09-30,88047.16,0.13,11446.13,99493.29,Paid
INV-000633,PRJ-0237,CLT-095,2023-10-12,2023-11-11,45962.07,0.13,5975.07,51937.14,Partially Paid - Overdue
INV-000634,PRJ-0237,CLT-095,2023-11-10,2023-12-10,62687.4,0.13,8149.36,70836.76,Paid
INV-000635,PRJ-0238,CLT-090,2025-02-05,2025-02-20,27766.69,0.14975,4158.06,31924.75,paid
INV-000636,PRJ-0238,CLT-090,2025-03-08,2025-03-23,50158.14,0.14975,7511.18,57669.32,Overdue
INV-000637,PRJ-0238,CLT-090,2025-03-28,2025-04-12,47069.7,0.14975,7048.69,54118.39,Paid
INV-000638,PRJ-0238,CLT-090,2025-03-29,2025-04-13,27653.45,0.14975,4141.1,31794.55,Paid
INV-000639,PRJ-0239,CLT-025,2023-06-24,2023-07-24,13866.06,0.13,1802.59,15668.65,Paid
INV-000640,PRJ-0239,CLT-025,2023-07-27,2023-08-26,23874.01,0.13,3103.62,26977.63,Partially Paid - Overdue
INV-000641,PRJ-0239,CLT-025,2023-08-27,2023-09-26,19928.05,0.13,2590.65,22518.7,Paid
INV-000642,PRJ-0240,CLT-088,2024-06-18,2024-08-02,157616.42,0.12,18913.97,176530.39,Paid
INV-000643,PRJ-0240,CLT-088,2024-08-17,2024-10-01,86004.23,0.12,10320.51,96324.74,Paid
INV-000644,PRJ-0240,CLT-088,2024-10-13,2024-11-27,168492.03,0.12,20219.04,188711.07,Paid
INV-000645,PRJ-0241,CLT-065,2025-12-14,2026-01-28,44761.94,0.13,5819.05,50580.99,Partially Paid
INV-000646,PRJ-0242,CLT-085,2025-07-18,2025-08-17,25697.65,0.13,3340.69,29038.34,Paid
INV-000647,PRJ-0242,CLT-085,2025-10-04,2025-11-03,14200.95,0.13,1846.12,16047.07,Paid
INV-000648,PRJ-0243,CLT-035,2025-10-14,2025-11-13,28849.28,0.13,3750.41,32599.69,Paid
INV-000649,PRJ-0244,CLT-027,2024-09-14,2024-10-14,37779.09,0.13,4911.28,42690.37,Paid
INV-000650,PRJ-0244,CLT-027,2024-10-30,2024-11-29,71530.77,0.13,9299,80829.77,Overdue
INV-000651,PRJ-0244,CLT-027,2025-01-01,2025-01-31,38502.46,0.13,5005.32,43507.78,Paid
INV-000652,PRJ-0244,CLT-027,2025-02-18,2025-03-20,56159.33,0.13,7300.71,63460.04,Paid
INV-000653,PRJ-0245,CLT-031,2024-08-03,2024-08-18,29339.34,0.14975,4393.57,33732.91,
INV-000654,PRJ-0245,CLT-031,2024-10-17,2024-11-01,44848.56,0.14975,6716.07,51564.63,
INV-000655,PRJ-0246,CLT-046,2024-04-02,2024-05-02,47640.2,0.12,5716.82,53357.02,Paid
INV-000656,PRJ-0247,CLT-011,2023-07-15,2023-09-13,39710.6,0.15,5956.59,45667.19,Overdue
INV-000657,PRJ-0247,CLT-011,2023-08-29,2023-10-28,34378.05,0.15,5156.71,39534.76,Paid
INV-000658,PRJ-0248,CLT-082,2025-04-24,2025-05-24,74671.78,0.13,9707.33,84379.11,Paid
INV-000659,PRJ-0248,CLT-082,2025-06-21,2025-07-21,61496.79,0.13,7994.58,69491.37,Paid
INV-000660,PRJ-0248,CLT-082,2025-08-12,2025-09-11,101083.9,0.13,13140.91,114224.81,Paid
INV-000661,PRJ-0249,CLT-032,2024-09-02,2024-10-17,74095.89,0.14975,11095.86,85191.75,Paid
INV-000662,PRJ-0249,CLT-032,2024-10-24,2024-12-08,76571.06,0.14975,11466.52,88037.58,Overdue
INV-000663,PRJ-0249,CLT-032,2025-01-08,2025-02-22,80611.77,0.14975,12071.61,92683.38,Paid
INV-000664,PRJ-0250, CLT-010 ,2024-05-26,2024-06-25,32325.45,0.13,4202.31,36527.76,Partially Paid - Overdue
INV-000665,PRJ-0250,CLT-010,2024-08-29,2024-09-28,30058.96,0.13,3907.66,33966.62,
INV-000666,PRJ-0250,CLT-010,2024-11-12,2024-12-12,28808.74,0.13,3745.14,32553.88,
INV-000667,prj-0251 ,CLT-068,2025-01-19,2025-03-05,38040.26,0.13,4945.23,42985.49,Overdue
INV-000668,PRJ-0251,CLT-068,2025-04-12,2025-05-27,22178.16,0.13,2883.16,25061.32,Paid
INV-000669,PRJ-0251,CLT-068,2025-06-06,2025-07-21,32978.96,0.13,4287.26,37266.22,Paid
INV-000670,PRJ-0252,CLT-058,2024-02-12,2024-03-13,114929.95,0.05,5746.5,120676.45,Paid
INV-000671,PRJ-0252,CLT-058,2024-02-29,2024-03-30,90733.8,,,,
INV-000672,PRJ-0252,CLT-058,2024-03-18,2024-04-17,112245.27,,,,Paid
INV-000673,PRJ-0253,CLT-088,2023-11-26,2024-01-10,78668.63,0.12,9440.24,88108.87,Paid
INV-000674,PRJ-0253,CLT-088,2024-01-29,2024-03-14,53229.39,0.12,6387.53,59616.92,Paid
INV-000675,PRJ-0254,CLT-092,2023-01-28,2023-02-27,70248.38,0.14975,10519.69,80768.07,Paid
INV-000676,PRJ-0254,CLT-092,2023-02-14,2023-03-16,93165.33,0.14975,13951.51,107116.84,Paid
INV-000677,PRJ-0254,CLT-092,2023-03-18,2023-04-17,63796.62,0.14975,9553.54,73350.16,Paid
INV-000678, PRJ-0255,CLT-067,2023-04-13,2023-05-13,180505.83,0.12,21660.7,202166.53,Paid
INV-000679,PRJ-0255,CLT-067,2023-06-10,2023-07-10,165668.77,0.12,19880.25,185549.02,Paid
INV-000680,PRJ-0255,CLT-067,2023-08-15,2023-09-14,99718.07,0.12,11966.17,111684.24,Paid
INV-000681,PRJ-0256,CLT-019,2025-06-29,2025-08-28,34360.68,0.13,4466.89,38827.57,Paid
INV-000682,PRJ-0256,CLT-019,2025-08-14,2025-10-13,43102.3,0.13,5603.3,48705.6,Paid
INV-000683,PRJ-0256,CLT-019,2025-10-04,2025-12-03,32386.73,0.13,4210.27,36597,
INV-000684,PRJ-0257,CLT-057,2024-06-09,2024-08-08,71993.2,0.13,9359.12,81352.32,Overdue
INV-000685,PRJ-0257,CLT-057,2024-09-09,2024-11-08,117451.79,0.13,15268.73,132720.52,Paid
INV-000686,PRJ-0257,CLT-057,2024-12-19,2025-02-17,97115.32,0.13,12624.99,109740.31,Paid
INV-000687,PRJ-0258,CLT-080,2025-03-21,2025-04-05,66680.49,0.12,8001.66,74682.15,Paid
INV-000688,PRJ-0258,CLT-080,2025-05-07,2025-05-22,105924.08,0.12,12710.89,118634.97,Overdue
INV-000689,PRJ-0258,CLT-080,2025-06-15,2025-06-30,62180.61,0.12,7461.67,69642.28,Paid
INV-000690,PRJ-0259,CLT-031,2025-05-04,2025-05-19,33882.84,0.14975,5073.96,38956.8,Paid
INV-000691,PRJ-0259,CLT-031,2025-08-28,2025-09-12,34722.73,0.14975,5199.73,39922.46,Paid
INV-000692,PRJ-0260,CLT-009,2025-08-22,2025-09-21,61175.03,0.05,3058.75,64233.78,Paid
INV-000693,PRJ-0260,CLT-009,2025-09-27,2025-10-27,77281.01,0.05,3864.05,81145.06,Overdue
INV-000694,PRJ-0260,CLT-009 ,2025-11-25,2025-12-25,94044.1,0.05,4702.21,98746.31,Partially Paid - Overdue
