Assignment_ID,Project_ID,Consultant_ID,Role_On_Project,Assigned_Start_Date,Assigned_End_Date,Allocation_Pct,Bill_Rate_CAD,Assignment_Status
ASN-00540,PRJ-0195,CON-006,Project Manager,2024-12-16,2025-04-05,0.1,256.5,Closed
ASN-00541,PRJ-0195,CON-051,Technical Specialist,2024-12-22,2025-04-05,0.5,209,Closed
ASN-00542,PRJ-0196, CON-032 ,Project Manager,2024-03-15,2024-06-11,0.3,315,Closed
ASN-00543,PRJ-0196,CON-075,Technical Specialist,2024-03-24,2024-06-11,0.5,315,Closed
ASN-00544,PRJ-0197,CON-056,Project Manager,2025-07-04,2025-08-08,0.25,297,Closed
ASN-00545,PRJ-0197,CON-057,Business Analyst,2025-07-05,2025-08-08,0.6,297,Closed
ASN-00546,PRJ-0198,CON-057,Project Manager,2025-04-14,2025-11-20,0.3,297,Closed
ASN-00547,PRJ-0198,CON-047,Change Analyst,2025-04-09,2025-11-20,0.4,242,Closed
ASN-00548,PRJ-0198,CON-056,Lead Consultant,2025-04-18,2025-11-20,0.25,297,Closed
ASN-00549,PRJ-0198,CON-053,Technical Specialist,2025-04-06,2025-11-20,0.4,242,Closed
ASN-00550,PRJ-0199,CON-075,Project Manager,2024-04-04,2024-06-17,0.25,315,Closed
ASN-00551,PRJ-0199,CON-069,Change Analyst,2024-04-04,2024-06-17,0.5,243,Closed
ASN-00552,PRJ-0199,CON-054,Technical Specialist,2024-04-04,2024-06-17,0.3,162,Closed
ASN-00553,PRJ-0200,CON-022,Project Manager,2023-02-11,2023-04-29,0.1,270,Closed
ASN-00554,PRJ-0200,CON-036,Change Analyst,2023-02-20,2023-04-29,0.4,350,Closed
ASN-00555,PRJ-0201,CON-056,Project Manager,2024-04-27,2024-11-22,0.1,297,Closed
ASN-00556,PRJ-0201,CON-021,Business Analyst,2024-05-08,2024-11-22,0.25,198,Closed
ASN-00557,PRJ-0201,CON-065,Lead Consultant,2024-05-15,2024-11-22,0.5,242,Closed
ASN-00558,PRJ-0201,CON-013,Technical Specialist,2024-05-15,2024-11-22,0.2,165,Closed
ASN-00559,PRJ-0202,CON-048,Project Manager,2023-06-09,2023-07-31,0.2,256.5,Active
ASN-00560,PRJ-0202,CON-019,Lead Consultant,2023-06-12,2023-07-31,0.25,209,Active
ASN-00561,PRJ-0202,CON-076,Change Analyst,2023-06-19,2023-07-31,0.5,171,Active
ASN-00562,PRJ-0203,CON-077,Project Manager,2024-02-02,2024-06-14,0.2,256.5,Closed
ASN-00563,PRJ-0203,CON-011,Lead Consultant,2024-02-02,2024-06-14,0.3,189,Closed
ASN-00564,PRJ-0203,CON-061,Lead Consultant,2024-01-31,2024-06-14,1,189,Closed
ASN-00565,PRJ-0204,CON-059,Project Manager,2024-12-28,2025-05-24,0.2,297.5,Closed
ASN-00566,PRJ-0204,CON-064,Change Analyst,2024-12-30,2025-05-24,0.25,127.5,Closed
ASN-00567,PRJ-0205,CON-006,Project Manager,2024-01-09,2024-07-15,0.2,256.5,Active
ASN-00568,PRJ-0205,CON-035,Change Analyst,2024-01-01,2024-07-15,0.3,142.5,Active
ASN-00569,PRJ-0205,CON-019,Delivery Consultant,2024-01-04,2024-07-15,1,209,Active
ASN-00570,PRJ-0206,CON-017,Project Manager,2024-08-15,2024-11-14,0.2,243,Closed
ASN-00571,PRJ-0206,CON-069,Technical Specialist,2024-08-21,2024-11-14,0.5,243,Closed
ASN-00572,PRJ-0207,CON-059,Project Manager,2025-10-22,2025-12-31,0.2,297.5,Active
ASN-00573,PRJ-0207,CON-055,Delivery Consultant,2025-10-06,2025-12-31,0.5,153,Active
ASN-00574,PRJ-0208,CON-059,Project Manager,2025-03-14,2025-06-18,0.15,297.5,Closed
ASN-00575,PRJ-0208,CON-040,Delivery Consultant,2025-03-07,2025-06-18,0.25,187,Closed
ASN-00576,PRJ-0208,CON-063,Technical Specialist,2025-03-04,2025-06-18,0.25,127.5,Closed
ASN-00577,PRJ-0209,CON-056,Project Manager,2024-07-01,2024-08-28,0.2,297,Closed
ASN-00578,PRJ-0209, CON-053,Business Analyst,2024-07-09,2024-08-28,0.2,242,Closed
ASN-00579,PRJ-0209,CON-065,Business Analyst,2024-07-11,2024-08-28,0.6,242,Closed
ASN-00580,PRJ-0209,CON-047,Change Analyst,2024-06-30,2024-08-28,1,242,Closed
ASN-00581,prj-0210,CON-032,Project Manager,2023-04-06,2023-08-08,0.25,315,Closed
ASN-00582, PRJ-0210,CON-046,Lead Consultant,2023-04-14,2023-08-08,0.2,135,Closed
ASN-00583,PRJ-0211,CON-006,Project Manager,2025-01-29,2025-05-09,0.3,256.5,Closed
ASN-00584,PRJ-0211,CON-072,Change Analyst,2025-02-05,2025-05-09,0.3,142.5,Closed
ASN-00585,PRJ-0212,CON-059,Project Manager,2025-10-19,2025-12-31,0.1,297.5,Active
ASN-00586,PRJ-0212,CON-040,Business Analyst,2025-10-25,2025-12-31,0.25,187,Active
ASN-00587,PRJ-0213,CON-038,Project Manager,2025-05-10,2025-07-03,0.3,256.5,Closed
ASN-00588,PRJ-0213,CON-007,Business Analyst,2025-05-12,2025-07-03,0.75,142.5,Closed
ASN-00589,PRJ-0213,CON-048,Delivery Consultant,2025-05-06,2025-07-03,0.5,256.5,Closed
ASN-00590,PRJ-0213,CON-077,Lead Consultant,2025-05-04,2025-07-03,0.3,256.5,Closed
ASN-00591,PRJ-0214,CON-059,Project Manager,2023-12-07,2024-02-11,0.15,297.5,Closed
ASN-00592,PRJ-0214,CON-067,Delivery Consultant,2023-12-07,2024-02-11,0.3,187,Closed
ASN-00593,PRJ-0214,CON-030,Business Analyst,2023-12-12,2024-02-11,1,153,Closed
ASN-00594,PRJ-0215,CON-006,Project Manager,2023-05-24,2023-12-23,0.1,256.5,Closed
ASN-00595,PRJ-0215,CON-045,Change Analyst,2023-05-20,2023-12-23,0.5,157.5,Closed
ASN-00596,PRJ-0216,CON-057,Project Manager,2023-06-02,2023-07-17,0.2,297,Closed
ASN-00597,PRJ-0216,CON-047,Technical Specialist,2023-06-09,2023-07-17,1,242,Closed
ASN-00598,PRJ-0216,CON-018,Change Analyst,2023-06-07,2023-07-17,0.5,198,Closed
ASN-00599,PRJ-0217,CON-069,Project Manager,2025-04-26,2025-05-18,0.1,243,Closed
ASN-00600,PRJ-0217,CON-032,Delivery Consultant,2025-04-22,2025-05-18,0.25,315,Closed
ASN-00601,PRJ-0217,CON-075,Business Analyst,2025-04-24,2025-05-18,1,315,Closed
ASN-00602,PRJ-0218,CON-033,Project Manager,2024-05-16,2024-08-22,0.2,315,Closed
ASN-00603,PRJ-0218,CON-046,Change Analyst,2024-05-18,2024-08-22,0.75,135,Closed
ASN-00604,PRJ-0218,CON-075,Lead Consultant,2024-05-26,2024-08-22,0.5,315,Closed
ASN-00605,PRJ-0219,CON-048,Project Manager,2025-09-21,2025-12-31,0.3,256.5,Active
ASN-00606,PRJ-0219,CON-077,Delivery Consultant,2025-09-28,2025-12-31,0.2,256.5,Active
ASN-00607,PRJ-0220,CON-059,Project Manager,2023-09-12,2024-01-18,0.25,297.5,Closed
ASN-00608,PRJ-0220,CON-064,Technical Specialist,2023-09-07,2024-01-18,0.5,127.5,Closed
ASN-00609,PRJ-0220,CON-060,Lead Consultant,2023-09-02,2024-01-18,0.5,153,Closed
ASN-00610,PRJ-0220,CON-030,Business Analyst,2023-09-06,2024-01-18,0.25,153,Closed
ASN-00611,PRJ-0221,CON-036,Project Manager,2023-06-13,2023-10-03,0.15,350,Closed
ASN-00612,PRJ-0221,CON-078,Business Analyst,2023-06-15,2023-10-03,0.3,270,Closed
ASN-00613,PRJ-0221,CON-041,Business Analyst,2023-06-18,2023-10-03,0.75,150,Closed
ASN-00614,PRJ-0221,CON-043,Technical Specialist,2023-06-17,2023-10-03,0.6,220,Closed
ASN-00615,PRJ-0222,CON-077,Project Manager,2025-06-05,2025-10-23,0.25,256.5,Closed
ASN-00616,PRJ-0222,CON-048,Business Analyst,2025-05-16,2025-10-23,0.2,256.5,Closed
ASN-00617,PRJ-0222,CON-003,Change Analyst,2025-06-05,2025-10-23,0.6,171,Closed
ASN-00618,PRJ-0223,CON-057,Project Manager,2024-12-30,2025-04-22,0.1,297,Closed
ASN-00619,PRJ-0223,CON-013,Delivery Consultant,2025-01-14,2025-04-22,0.2,165,Closed
ASN-00620,PRJ-0223,CON-058,Technical Specialist,2024-12-28,2025-04-22,0.75,165,Closed
ASN-00621,PRJ-0224,CON-006,Project Manager,2025-10-23,2025-12-04,0.2,256.5,Active
ASN-00622,PRJ-0224,CON-020,Lead Consultant,2025-10-23,2025-12-04,0.5,209,Active
ASN-00623,PRJ-0225,CON-015,Project Manager,2023-09-29,2024-01-05,0.3,350,Closed
ASN-00624,PRJ-0225, CON-066,Technical Specialist,2023-10-08,2024-01-05,0.5,150,Closed
ASN-00625,PRJ-0225,CON-039,Business Analyst,2023-09-27,2024-01-05,0.25,150,Closed
ASN-00626,PRJ-0226,CON-038,Project Manager,2023-06-01,2023-08-03,0.2,256.5,Active
ASN-00627, PRJ-0226 ,CON-005,Change Analyst,2023-05-27,2023-08-03,0.5,171,Active
ASN-00628,PRJ-0226,CON-052,Change Analyst,2023-06-02,2023-08-03,0.3,142.5,Active
ASN-00629,PRJ-0227,CON-036,Project Manager,2025-04-26,2025-09-05,0.1,350,Closed
ASN-00630,PRJ-0227,CON-022,Technical Specialist,2025-05-02,2025-09-05,0.6,270,Closed
ASN-00631,PRJ-0227,CON-015,Lead Consultant,2025-05-05,2025-09-05,1,350,Closed
ASN-00632,PRJ-0227,CON-014,Delivery Consultant,2025-04-29,2025-09-05,0.4,220,Closed
ASN-00633,PRJ-0228,CON-015,Project Manager,2024-07-12,2024-08-31,0.15,350,Closed
ASN-00634,PRJ-0228,CON-026,Delivery Consultant,2024-07-18,2024-08-31,0.2,189,Closed
ASN-00635,PRJ-0228,con-061,Change Analyst,2024-07-10,2024-08-31,0.6,189,Closed
ASN-00636,PRJ-0228,CON-029,Change Analyst,2024-07-05,2024-08-31,0.5,189,Closed
ASN-00637,PRJ-0229,CON-038,Project Manager,2023-03-22,2023-07-30,0.15,256.5,Closed
ASN-00638,PRJ-0229,CON-035,Lead Consultant,2023-03-18,2023-07-30,0.6,142.5,Closed
ASN-00639,PRJ-0230,CON-006,Project Manager,2023-02-14,2023-07-12,0.1,256.5,Closed
ASN-00640,PRJ-0230,CON-023,Delivery Consultant,2023-02-16,2023-07-12,1,171,Closed
ASN-00641,PRJ-0230,CON-042,Change Analyst,2023-02-16,2023-07-12,0.2,171,Closed
ASN-00642,PRJ-0230,CON-051,Change Analyst,2023-02-21,2023-07-12,1,209,Closed
ASN-00643,PRJ-0231,CON-017,Project Manager,2024-07-08,2025-01-22,0.15,243,Closed
ASN-00644,PRJ-0231,CON-032,Lead Consultant,2024-07-09,2025-01-22,0.3,315,Closed
ASN-00645,PRJ-0232,CON-006,Project Manager,2025-01-05,2025-03-01,0.1,256.5,Closed
ASN-00646,PRJ-0232,CON-038,Business Analyst,2025-01-07,2025-03-01,0.4,256.5,Closed
ASN-00647,PRJ-0233,CON-078,Project Manager,2025-06-04,2025-08-15,0.1,270,Active
ASN-00648,PRJ-0233,CON-041,Lead Consultant,2025-06-13,2025-08-15,0.6,150,Active
ASN-00649,PRJ-0234,CON-077,Project Manager,2024-05-20,2024-07-28,0.15,256.5,Closed
ASN-00650,PRJ-0234,CON-001,Business Analyst,2024-05-21,2024-07-28,0.2,171,Closed
ASN-00651,PRJ-0235,CON-022,Project Manager,2025-03-24,2025-05-18,0.1,270,Closed
ASN-00652,PRJ-0235,CON-039,Business Analyst,2025-03-28,2025-05-18,0.5,150,Closed
ASN-00653,PRJ-0235,CON-043,Technical Specialist,2025-03-27,2025-05-18,0.75,220,Closed
ASN-00654,PRJ-0235,CON-037,Business Analyst,2025-03-30,2025-05-18,1,180,Closed
ASN-00655,PRJ-0236,CON-022,Project Manager,2023-11-03,2024-04-18,0.15,270,Closed
ASN-00656,PRJ-0236,CON-062,Lead Consultant,2023-10-29,2024-04-18,0.25,220,Closed
ASN-00657,PRJ-0236,CON-071,Lead Consultant,2023-10-30,2024-04-18,0.3,180,Closed
ASN-00658,prj-0237,CON-057,Project Manager,2023-08-13,2023-09-29,0.2,297,Closed
ASN-00659,PRJ-0237,CON-002,Change Analyst,2023-08-12,2023-09-29,1,242,Closed
ASN-00660,prj-0238,CON-056,Project Manager,2025-02-03,2025-03-09,0.2,297,Closed
ASN-00661,PRJ-0238,CON-058,Lead Consultant,2025-01-25,2025-03-09,0.75,165,Closed
ASN-00662,PRJ-0238,CON-018,Business Analyst,2025-02-02,2025-03-09,0.75,198,Closed
ASN-00663,PRJ-0239,CON-056,Project Manager,2023-05-18,2023-08-30,0.25,297,Closed
ASN-00664,PRJ-0239,CON-057,Delivery Consultant,2023-06-06,2023-08-30,0.75,297,Closed
ASN-00665,PRJ-0239,con-053 ,Lead Consultant,2023-05-24,2023-08-30,1,242,Closed
ASN-00666,PRJ-0240,CON-078,Project Manager,2024-04-20,2024-09-04,0.3,270,Closed
ASN-00667,PRJ-0240,CON-014,Delivery Consultant,2024-05-05,2024-09-04,0.6,220,Closed
ASN-00668,PRJ-0240,CON-036,Change Analyst,2024-05-07,2024-09-04,0.6,350,Closed
ASN-00669,PRJ-0240,CON-041,Lead Consultant,2024-04-28,2024-09-04,0.25,150,Closed
ASN-00670,PRJ-0241,CON-006,Project Manager,2025-08-23,2025-12-31,0.25,256.5,Active
ASN-00671,PRJ-0241,CON-029,Lead Consultant,2025-08-24,2025-12-31,0.75,189,Active
ASN-00672,PRJ-0241,CON-044,Delivery Consultant,2025-08-12,2025-12-31,0.6,157.5,Active
ASN-00673,PRJ-0242,CON-059,Project Manager,2025-05-25,2025-09-22,0.1,297.5,Closed
ASN-00674,prj-0242 ,CON-067,Change Analyst,2025-05-31,2025-09-22,0.5,187,Closed
ASN-00675,PRJ-0242,CON-063,Change Analyst,2025-05-28,2025-09-22,0.6,127.5,Closed
ASN-00676,PRJ-0243,CON-048,Project Manager,2025-09-02,2025-12-31,0.15,256.5,Active
ASN-00677,PRJ-0243,CON-023,Delivery Consultant,2025-09-05,2025-12-31,1,171,Active
ASN-00678,PRJ-0243,CON-019,Business Analyst,2025-08-30,2025-12-31,0.5,209,Active
ASN-00679,PRJ-0244,CON-022,Project Manager,2024-08-15,2025-02-13,0.25,270,Closed
ASN-00680,PRJ-0244,CON-015,Delivery Consultant,2024-08-10,2025-02-13,1,350,Closed
ASN-00681,PRJ-0244,CON-043,Business Analyst,2024-08-03,2025-02-13,0.5,220,Closed
ASN-00682,PRJ-0244,CON-039,Change Analyst,2024-08-02,2025-02-13,0.25,150,Closed
ASN-00683,PRJ-0245,CON-078,Project Manager,2024-05-29,2024-08-27,0.25,270,Closed
ASN-00684,PRJ-0245,CON-036,Business Analyst,2024-05-17,2024-08-27,0.75,350,Closed
ASN-00685,PRJ-0245,CON-062,Delivery Consultant,2024-05-31,2024-08-27,0.2,220,Closed
ASN-00686,PRJ-0246,CON-059,Project Manager,2024-03-18,2024-09-01,0.2,297.5,Closed
ASN-00687,PRJ-0246,CON-040,Business Analyst,2024-03-11,2024-09-01,0.2,187,Closed
ASN-00688,PRJ-0246,con-060,Lead Consultant,2024-03-16,2024-09-01,1,153,Closed
ASN-00689,PRJ-0246,CON-030,Business Analyst,2024-03-22,2024-09-01,0.4,153,Closed
ASN-00690,PRJ-0247,CON-006,Project Manager,2023-06-15,2023-08-06,0.2,256.5,Closed
ASN-00691,PRJ-0247,CON-019,Business Analyst,2023-06-10,2023-08-06,0.6,209,Closed
ASN-00692,PRJ-0248,CON-006,Project Manager,2025-03-16,2025-07-17,0.25,256.5,Closed
ASN-00693,PRJ-0248,CON-051,Delivery Consultant,2025-03-21,2025-07-17,0.75,209,Closed
ASN-00694,PRJ-0248,CON-023,Lead Consultant,2025-03-11,2025-07-17,0.2,171,Closed
ASN-00695,PRJ-0248,CON-052,Delivery Consultant,2025-03-16,2025-07-17,0.3,142.5,Closed
ASN-00696,PRJ-0249,CON-032,Project Manager,2024-07-10,2025-01-03,0.1,315,Closed
ASN-00697,PRJ-0249,CON-044,Lead Consultant,2024-06-30,2025-01-03,0.5,157.5,Closed
ASN-00698,PRJ-0250,CON-036,Project Manager,2024-03-18,2024-10-07,0.2,350,Closed
ASN-00699,PRJ-0250,CON-022,Business Analyst,2024-03-16,2024-10-07,0.75,270,Closed
ASN-00700,PRJ-0251,CON-048,Project Manager,2024-11-09,2025-05-05,0.3,256.5,Closed
ASN-00701,PRJ-0251,CON-061,Technical Specialist,2024-11-08,2025-05-05,0.75,189,Closed
ASN-00702,PRJ-0251,CON-026,Delivery Consultant,2024-11-21,2025-05-05,0.3,189,Closed
ASN-00703,PRJ-0252,CON-022,Project Manager,2024-02-04,2024-03-20,0.3,270,Closed
ASN-00704,PRJ-0252,CON-078,Lead Consultant,2024-01-30,2024-03-20,0.3,270,Closed
ASN-00705,PRJ-0252,CON-074,Delivery Consultant,2024-01-29,2024-03-20,0.25,270,Closed
ASN-00706,PRJ-0253,CON-032,Project Manager,2023-10-14,2023-12-11,0.2,315,Closed
ASN-00707,PRJ-0253,CON-073 ,Delivery Consultant,2023-10-12,2023-12-11,0.75,198,Closed
ASN-00708,PRJ-0253,CON-016 ,Lead Consultant,2023-10-21,2023-12-11,0.2,162,Closed
ASN-00709,PRJ-0254,CON-022,Project Manager,2023-01-25,2023-03-06,0.2,270,Closed
ASN-00710,PRJ-0254,CON-066,Business Analyst,2023-01-24,2023-03-06,0.25,150,Closed
ASN-00711,PRJ-0254,CON-071,Change Analyst,2023-01-20,2023-03-06,0.4,180,Closed
ASN-00712,PRJ-0255,CON-057,Project Manager,2023-02-08,2023-07-06,0.3,297,Closed
ASN-00713,PRJ-0255, CON-065 ,Technical Specialist,2023-02-11,2023-07-06,0.75,242,Closed
ASN-00714,PRJ-0255,CON-021,Delivery Consultant,2023-01-29,2023-07-06,0.25,198,Closed
ASN-00715,PRJ-0256,CON-057,Project Manager,2025-05-29,2025-08-24,0.3,297,Closed
ASN-00716,PRJ-0256,CON-047,Technical Specialist,2025-05-28,2025-08-24,0.2,242,Closed
ASN-00717,PRJ-0257,CON-078,Project Manager,2024-03-18,2024-10-24,0.25,270,Closed
ASN-00718,PRJ-0257,CON-037,Delivery Consultant,2024-03-13,2024-10-24,1,180,Closed
ASN-00719,PRJ-0257,CON-071,Delivery Consultant,2024-03-05,2024-10-24,0.6,180,Closed
ASN-00720,PRJ-0258,CON-078,Project Manager,2025-03-01,2025-04-20,0.2,270,Closed
ASN-00721,PRJ-0258,CON-026,Business Analyst,2025-02-25,2025-04-20,0.5,189,Closed
ASN-00722,PRJ-0259,con-059 ,Project Manager,2025-01-18,2025-08-21,0.3,297.5,Active
ASN-00723,PRJ-0259,CON-030,Delivery Consultant,2025-01-16,2025-08-21,0.75,153,Active
ASN-00724,PRJ-0260,CON-059,Project Manager,2025-07-16,2025-10-02,0.15,297.5,Closed
ASN-00725,PRJ-0260,CON-067,Technical Specialist,2025-07-13,2025-10-02,0.6,187,Closed
ASN-00726,PRJ-0260,CON-060,Business Analyst,2025-07-14,2025-10-02,0.3,153,Closed
