Timesheet_ID,Work_Date,Project_ID,Consultant_ID,Task_Category,Hours_Worked,Billable_Flag,Approved_Flag
TMS-001650,2023-12-01,PRJ-0139,CON-069,Delivery,101.8,,Yes
TMS-001651,2024-04-01,PRJ-0139,CON-016,Sales Support,176.3,Non-Billable,Yes
TMS-001652,2024-01-01,PRJ-0139,CON-069 ,Analysis,124.4,Billable,Yes
TMS-001653,2025-10-01,PRJ-0140,CON-059,Delivery,195.2,Billable,Yes
TMS-001654,2025-11-01,PRJ-0140,CON-055,Analysis,152,Billable,Yes
TMS-001655,2025-12-01,PRJ-0140,CON-055,Delivery,37.7,Billable,Yes
TMS-001656,2025-11-01,PRJ-0140 ,CON-055,Client Workshop,25.5,Billable,Yes
TMS-001657,2025-10-01,PRJ-0140,CON-055,Analysis,17.4,Billable,Yes
TMS-001658,2025-11-01,PRJ-0141,CON-009,Client Workshop,51.8,Billable,Yes
TMS-001659,2025-10-01,PRJ-0141,CON-053,Analysis,97.7,,Yes
TMS-001660,2025-12-01,PRJ-0141,CON-056,Delivery,45.3,Billable,Yes
TMS-001661,2025-10-01,PRJ-0141,CON-053,Sales Support,79.1,Non-Billable,Yes
TMS-001662,2025-12-01,PRJ-0141,CON-053,Client Workshop,112.6,Billable,Yes
TMS-001663,2025-11-01,PRJ-0141,CON-009,Delivery,36.6,Billable,Yes
TMS-001664,2025-10-01,PRJ-0141,CON-009,Analysis,38.9,Billable,Yes
TMS-001665,2025-10-01,PRJ-0141,CON-009,Analysis,172.3,Billable,Yes
TMS-001666,2025-11-01,PRJ-0141, CON-053 ,Sales Support,13.4,Non-Billable,Yes
TMS-001667,2025-11-01,PRJ-0141,CON-009,Delivery,152.2,Billable,Yes
TMS-001668,2025-11-01,PRJ-0141,CON-009,Client Workshop,12.6,Billable,Yes
TMS-001669,2025-12-01,PRJ-0141,CON-009,Delivery,101.5,Billable,Yes
TMS-001670,2025-11-01,PRJ-0141,CON-009,QA Review,179.5,Billable,Yes
TMS-001671,2025-12-01,PRJ-0141,CON-009,Client Workshop,55,Billable,Yes
TMS-001672,2025-10-01,PRJ-0141,CON-056,Admin,43.2,Non-Billable,Yes
TMS-001673,2025-11-01,PRJ-0141,CON-009,Internal Training,124.6,Non-Billable,Yes
TMS-001674,2025-10-01,PRJ-0141,CON-009,Delivery,99.6,Billable,Yes
TMS-001675,2025-12-01,PRJ-0141,CON-056,Analysis,64.7,Billable,Yes
TMS-001676,2025-10-01,PRJ-0141,CON-056,Delivery,24.3,Billable,Yes
TMS-001677,2024-03-01,PRJ-0142,CON-004,Analysis,126.3,Billable,Yes
TMS-001678,2024-03-01,PRJ-0142,CON-054,Delivery,48.9,Billable,Yes
TMS-001679,2024-04-01,PRJ-0142,CON-073,Delivery,15.3,Billable,Yes
TMS-001680,2024-05-01,PRJ-0142,CON-004,Internal Training,82.5,,Yes
TMS-001681,2024-06-01,PRJ-0142,CON-004,Delivery,123.9,Billable,Yes
TMS-001682,2024-01-01,PRJ-0142,CON-004,Analysis,96.3,Billable,Yes
TMS-001683,2024-03-01,PRJ-0142,CON-073,Client Workshop,23,Billable,Yes
TMS-001684,2025-09-01,PRJ-0143, CON-072,QA Review,39.1,Billable,Yes
TMS-001685,2025-10-01,PRJ-0143,CON-019 ,Delivery,134.7,Billable,Yes
TMS-001686,2025-08-01,PRJ-0143,CON-019,Delivery,177.6,Billable,Yes
TMS-001687,2025-10-01,PRJ-0143,CON-072,Delivery,86.9,Billable,Yes
TMS-001688,2025-09-01,PRJ-0143, CON-012,Delivery,13,Billable,Yes
TMS-001689,2025-09-01,PRJ-0143,CON-006,Delivery,76.6,Billable,Yes
TMS-001690,2025-08-01,PRJ-0143,CON-019,Sales Support,93.1,Non-Billable,Yes
TMS-001691,2025-08-01,PRJ-0143,CON-019,QA Review,122.6,,Yes
TMS-001692,2025-10-01,PRJ-0143,CON-072,Delivery,59.7,Billable,Yes
TMS-001693,2025-10-01,PRJ-0143,CON-072,Delivery,61.9,Billable,No
TMS-001694,2025-09-01,PRJ-0143,CON-012,Analysis,33.1,Billable,Yes
TMS-001695,2025-09-01,PRJ-0143,CON-072,QA Review,14,Billable,Yes
TMS-001696,2025-09-01,PRJ-0143,CON-006,Delivery,61.4,Billable,Yes
TMS-001697,2025-09-01,PRJ-0143,CON-012,Delivery,60.2,Billable,Yes
TMS-001698,2025-08-01,PRJ-0143,CON-006,Sales Support,148.2,Non-Billable,Yes
TMS-001699,2025-09-01,PRJ-0143,CON-006,Client Workshop,106.9,Billable,Yes
TMS-001700,2025-10-01,PRJ-0143,CON-012,Delivery,36.9,Billable,Yes
TMS-001701,2025-09-01,PRJ-0143,CON-072,QA Review,179.1,Billable,Yes
TMS-001702,2025-09-01,PRJ-0143,CON-012,Analysis,10.3,Billable,Yes
TMS-001703,2025-10-01,PRJ-0143, CON-012,Analysis,18,Billable,Yes
TMS-001704,2025-10-01,PRJ-0143,CON-072,Analysis,30.8,Billable,Yes
TMS-001705,2025-09-01,PRJ-0143,CON-072,QA Review,7.5,Billable,Yes
TMS-001706,2025-09-01,PRJ-0143,CON-019,Analysis,2,Billable,Yes
TMS-001707,2025-10-01,PRJ-0143,CON-006,Delivery,2,Billable,Yes
TMS-001708,2025-09-01,PRJ-0143,CON-006,Sales Support,2,Non-Billable,Yes
TMS-001709,2025-10-01,PRJ-0143,CON-012,Delivery,2,Billable,Yes
TMS-001710,2025-09-01,PRJ-0143,CON-019,Analysis,2,Billable,Yes
TMS-001711,2025-09-01,PRJ-0143,CON-072,Delivery,2,Billable,Yes
TMS-001712,2025-09-01,PRJ-0143,CON-072,Sales Support,2,Non-Billable,Yes
TMS-001713,2025-09-01,PRJ-0143,CON-019,Analysis,2,Billable,Yes
TMS-001714,2023-11-01, PRJ-0144 ,CON-040,Analysis,140.6,Billable,Yes
TMS-001715,2024-01-01,PRJ-0144,CON-040,Analysis,89.3,Billable,Yes
TMS-001716,2023-10-01,PRJ-0144,CON-059,Internal Training,148.4,Non-Billable,Yes
TMS-001717,2024-01-01,PRJ-0144,CON-040,Analysis,127.7,Billable,Yes
TMS-001718,2023-10-01,PRJ-0144,CON-059,Delivery,116.5,Billable,Yes
TMS-001719,2023-12-01,PRJ-0144,CON-059,Sales Support,10.3,Non-Billable,Yes
TMS-001720,2023-12-01,PRJ-0144,CON-059,Client Workshop,138.9,Billable,Yes
TMS-001721,2023-12-01,PRJ-0144,CON-040,Delivery,152.5,Billable,Yes
TMS-001722,2023-12-01,PRJ-0144,CON-059,Delivery,176.6,Billable,Yes
TMS-001723,2024-01-01,PRJ-0144,CON-059,Analysis,48.7,Billable,Yes
TMS-001724,2023-12-01,PRJ-0144,CON-059,Delivery,45.4,Billable,No
TMS-001725,2023-10-01,PRJ-0144,CON-059,QA Review,35.5,Billable,Yes
TMS-001726,2023-10-01,PRJ-0144,CON-040,Delivery,190.5,Billable,Yes
TMS-001727,2023-11-01,PRJ-0144,CON-059,Admin,39.4,Non-Billable,Yes
TMS-001728,2023-12-01,PRJ-0144,CON-040,Analysis,157.6,Billable,Yes
TMS-001729,2024-01-01,PRJ-0144,CON-040,Delivery,4.9,,Yes
TMS-001730,2025-06-01,PRJ-0145,CON-069,Delivery,150.5,Billable,Yes
TMS-001731,2025-03-01,PRJ-0145,CON-069,Client Workshop,52.2,Billable,Yes
TMS-001732,2025-06-01,PRJ-0145,CON-069,Client Workshop,28.2,Billable,Yes
TMS-001733,2025-06-01,PRJ-0145,CON-054,Admin,57.6,Non-Billable,Yes
TMS-001734,2025-06-01,PRJ-0145,CON-054,Delivery,95.2,Billable,Yes
TMS-001735,2025-02-01,PRJ-0145,CON-069,Delivery,14.1,Billable,Yes
TMS-001736,2025-07-01,PRJ-0145,CON-054,Analysis,23.7,Billable,Yes
TMS-001737,2025-03-01,PRJ-0145,CON-069,Delivery,2,Billable,Yes
TMS-001738,2025-07-01,PRJ-0145,CON-054,Client Workshop,2,Billable,Yes
TMS-001739,2023-03-01,PRJ-0146,CON-001,Client Workshop,110.4,Billable,Yes
TMS-001740,2023-01-01,PRJ-0146,CON-001,Sales Support,154.3,Non-Billable,Yes
TMS-001741,2025-01-01,PRJ-0147,CON-075,Analysis,166.4,Billable,Yes
TMS-001742,2024-11-01,PRJ-0147,CON-075,Analysis,88.7,Billable,Yes
TMS-001743,2024-12-01,PRJ-0147,CON-075,Delivery,19.9,Billable,No
TMS-001744,2024-11-01, PRJ-0147,CON-017,Delivery,189.3,Billable,Yes
TMS-001745,2024-12-01,PRJ-0147,CON-073,Delivery,159,Billable,Yes
TMS-001746,2024-11-01,PRJ-0147,CON-073,Delivery,136.5,Billable,Yes
TMS-001747,2024-11-01,PRJ-0147,CON-032,Admin,30.6,Non-Billable,Yes
TMS-001748,2023-10-01,PRJ-0148,CON-047,Sales Support,117.9,Non-Billable,Yes
TMS-001749,2023-11-01,PRJ-0148,CON-047,Delivery,100.3,Billable,Yes
TMS-001750,2023-08-01,PRJ-0148,CON-047,Sales Support,167.9,Non-Billable,Yes
TMS-001751,2023-11-01,PRJ-0148,CON-057,Client Workshop,143,Billable,Yes
TMS-001752,2023-10-01,PRJ-0148,CON-057,Client Workshop,60,Billable,Yes
TMS-001753,2023-09-01,PRJ-0148,CON-047,Analysis,179.3,Billable,Yes
TMS-001754,2023-06-01,PRJ-0148,CON-047,Delivery,39.7,Billable,Yes
TMS-001755,2023-09-01,PRJ-0148,CON-047,Delivery,108.4,Billable,Yes
TMS-001756,2023-10-01,PRJ-0148,CON-057,Analysis,100,Billable,Yes
TMS-001757,2023-08-01,PRJ-0148,CON-057,Sales Support,94.7,Non-Billable,Yes
TMS-001758,2023-12-01,prj-0148 ,CON-047,Analysis,113.1,Billable,Yes
TMS-001759,2023-06-01,PRJ-0148,CON-057,Delivery,34.3,Billable,Yes
TMS-001760,2023-11-01,PRJ-0148,CON-047,Delivery,197,Billable,Yes
TMS-001761,2023-11-01,PRJ-0148,CON-047,Delivery,68.7,Billable,Yes
TMS-001762,2023-07-01,PRJ-0148,CON-047,Client Workshop,143.8,,Yes
TMS-001763,2023-08-01,PRJ-0148,CON-057,Delivery,153.2,Billable,Yes
TMS-001764,2023-11-01,PRJ-0148,CON-047,Delivery,13.9,Billable,Yes
TMS-001765,2023-10-01,PRJ-0148,CON-057,Delivery,110.7,Billable,Yes
TMS-001766,2023-08-01,PRJ-0148,CON-057,Analysis,183.4,Billable,Yes
TMS-001767,2023-06-01,PRJ-0148,CON-047,Analysis,108.8,Billable,Yes
TMS-001768,2023-09-01,PRJ-0148,CON-057,Delivery,177.1,Billable,Yes
TMS-001769,2023-06-01,PRJ-0148,CON-047,Delivery,127.5,,Yes
TMS-001770,2025-07-01,PRJ-0149,CON-059,Client Workshop,111.5,Billable,Yes
TMS-001771,2025-05-01,PRJ-0149,CON-059,Client Workshop,33.5,Billable,Yes
TMS-001772,2025-06-01,PRJ-0149, CON-034,Client Workshop,125.2,Billable,Yes
TMS-001773,2025-06-01,PRJ-0149,CON-059,Analysis,114.2,Billable,Yes
TMS-001774,2025-06-01,PRJ-0149,CON-059,Sales Support,113.5,Non-Billable,Yes
TMS-001775,2025-05-01,PRJ-0149,CON-059,Sales Support,20.3,Non-Billable,Yes
TMS-001776,2025-07-01,PRJ-0149,CON-059,Analysis,35.9,Billable,Yes
TMS-001777,2025-05-01,PRJ-0149,CON-034,Analysis,116.2,Billable,Yes
TMS-001778,2025-07-01,PRJ-0149,CON-034,Delivery,188.1,Billable,Yes
TMS-001779,2025-05-01,PRJ-0149,CON-030,Sales Support,164,Non-Billable,Yes
TMS-001780,2025-06-01,PRJ-0149,CON-059,Admin,139.9,Non-Billable,Yes
TMS-001781,2025-07-01,PRJ-0149,CON-030,Delivery,94.4,Billable,Yes
TMS-001782,2025-06-01,PRJ-0149,CON-030,Delivery,136.7,Billable,Yes
TMS-001783,2025-07-01,PRJ-0149,CON-030,Admin,16.9,Non-Billable,Yes
TMS-001784,2024-03-01,PRJ-0150,CON-003,Delivery,176.6,Billable,Yes
TMS-001785,2024-07-01,PRJ-0150,CON-003,QA Review,169.6,Billable,Yes
TMS-001786,2024-05-01,PRJ-0150,CON-006,Delivery,24.1,Billable,Yes
TMS-001787,2024-03-01,PRJ-0150,CON-003,Delivery,32.8,Billable,No
TMS-001788,2024-07-01,PRJ-0150,CON-006,Delivery,189.6,Billable,Yes
TMS-001789,2024-04-01,prj-0150 ,CON-003,Analysis,115.4,Billable,Yes
TMS-001790,2024-09-01,PRJ-0150,CON-006,Delivery,94.2,Billable,Yes
TMS-001791,2024-03-01,PRJ-0150,CON-003,Delivery,62.3,Billable,Yes
TMS-001792,2024-08-01,PRJ-0150,CON-003,QA Review,17.1,Billable,No
TMS-001793,2024-03-01,PRJ-0150,CON-006,Delivery,148.1,Billable,Yes
TMS-001794,2024-08-01,PRJ-0150,CON-003,Delivery,11.9,Billable,Yes
TMS-001795,2024-06-01,PRJ-0150,CON-006,QA Review,120.6,Billable,Yes
TMS-001796,2024-04-01,PRJ-0150,CON-006,QA Review,99.7,Billable,Yes
TMS-001797,2024-06-01,PRJ-0150,CON-003,QA Review,94.9,Billable,Yes
TMS-001798,2024-05-01,PRJ-0150,CON-006,Delivery,125.2,Billable,Yes
TMS-001799,2024-05-01,PRJ-0150,CON-006,Analysis,61.8,Billable,Yes
TMS-001800,2024-08-01,PRJ-0150,CON-003,Delivery,79.9,Billable,Yes
TMS-001801,2024-06-01,PRJ-0150,CON-003,Delivery,39.1,,Yes
TMS-001802,2024-04-01,PRJ-0150,CON-003,Delivery,40.6,,Yes
TMS-001803,2024-08-01,PRJ-0150,CON-003,Delivery,54.2,Billable,Yes
TMS-001804,2024-05-01,PRJ-0150,CON-003,Delivery,98.7,Billable,Yes
TMS-001805,2025-08-01,PRJ-0151,CON-042,Delivery,199.8,Billable,Yes
TMS-001806,2025-07-01,PRJ-0151,CON-080,Delivery,131.9,Billable,Yes
TMS-001807,2025-10-01,PRJ-0151,CON-048,Sales Support,116.2,Non-Billable,Yes
TMS-001808,2025-08-01,PRJ-0151,CON-048,Delivery,55.8,Billable,Yes
TMS-001809,2025-09-01,PRJ-0151,CON-048,Delivery,127.2,Billable,Yes
TMS-001810,2025-06-01,PRJ-0151,CON-042,Delivery,109,Billable,Yes
TMS-001811,2025-06-01,PRJ-0151,CON-042,Delivery,63.4,Billable,Yes
TMS-001812,2025-09-01,PRJ-0151,CON-042,Client Workshop,16.6,Billable,No
TMS-001813,2025-09-01,PRJ-0151,CON-042,Delivery,124.8,Billable,Yes
TMS-001814,2025-04-01,PRJ-0151,CON-042,Client Workshop,40.5,Billable,Yes
TMS-001815,2025-09-01,PRJ-0151,CON-042,Delivery,34.6,Billable,Yes
TMS-001816,2023-08-01,PRJ-0152,CON-032,Client Workshop,20.1,Billable,Yes
TMS-001817,2023-07-01,PRJ-0152,CON-054,Delivery,34.1,Billable,Yes
TMS-001818,2023-07-01,PRJ-0152,CON-054,Delivery,48.8,Billable,Yes
TMS-001819,2023-07-01,PRJ-0152,CON-054,Analysis,18,Billable,Yes
TMS-001820,2023-08-01,PRJ-0152,CON-032,Analysis,56.1,Billable,Yes
TMS-001821,2023-08-01,PRJ-0152,CON-054,Delivery,46,Billable,Yes
TMS-001822,2023-08-01,PRJ-0152,CON-032,QA Review,15,Billable,No
TMS-001823,2023-07-01,PRJ-0152,CON-032,Client Workshop,102.3,Billable,Yes
TMS-001824,2023-08-01,PRJ-0152,CON-050,Delivery,132.2,,Yes
TMS-001825,2023-08-01,PRJ-0152,CON-054,Delivery,13.4,Billable,Yes
TMS-001826,2023-08-01,PRJ-0152,CON-032,Sales Support,91.6,Non-Billable,Yes
TMS-001827,2023-08-01,PRJ-0152,CON-050,Analysis,32.2,Billable,Yes
TMS-001828,2023-07-01,PRJ-0152,CON-032,Delivery,21.9,Billable,No
TMS-001829,2023-08-01,PRJ-0153,CON-074,Sales Support,111.4,Non-Billable,Yes
TMS-001830,2023-06-01,PRJ-0153,CON-010,Delivery,171.4,Billable,Yes
TMS-001831,2023-07-01,PRJ-0153,CON-010,Delivery,21.5,Billable,Yes
TMS-001832,2023-06-01,PRJ-0153,CON-022,Delivery,47,Billable,Yes
TMS-001833,2023-09-01,PRJ-0153,CON-022,Delivery,43.1,Billable,Yes
TMS-001834,2023-03-01,PRJ-0154,CON-030,Delivery,129.6,Billable,Yes
TMS-001835,2023-03-01,PRJ-0154,CON-059,QA Review,83.9,Billable,Yes
TMS-001836,2023-04-01,PRJ-0154,CON-030,Sales Support,21.4,Non-Billable,Yes
TMS-001837,2023-10-01,PRJ-0155,CON-013,Client Workshop,197,Billable,Yes
TMS-001838,2023-07-01,PRJ-0155,CON-009,Delivery,46.3,Billable,Yes
TMS-001839,2023-11-01,PRJ-0155,CON-056,Analysis,52.5,Billable,Yes
TMS-001840,2023-08-01,PRJ-0155,CON-056,Delivery,175.3,Billable,Yes
TMS-001841,2023-10-01,PRJ-0155,CON-056,Analysis,83.8,Billable,Yes
TMS-001842,2023-08-01,PRJ-0155,CON-056,Client Workshop,112.8,Billable,Yes
TMS-001843,2023-07-01,PRJ-0155,CON-009,Analysis,44.8,Billable,Yes
TMS-001844,2023-09-01,PRJ-0155,CON-009,Analysis,28.4,Billable,Yes
TMS-001845,2023-09-01,PRJ-0155,CON-013,QA Review,85.8,,Yes
TMS-001846,2023-07-01,PRJ-0155,CON-056,Client Workshop,31.5,Billable,Yes
TMS-001847,2023-09-01,PRJ-0155,CON-013,Client Workshop,42.5,Billable,Yes
TMS-001848,2023-08-01,PRJ-0155,CON-056,Analysis,66.5,Billable,Yes
TMS-001849,2023-08-01,PRJ-0155,CON-013,Client Workshop,187.6,Billable,Yes
TMS-001850,2023-10-01,PRJ-0155,CON-013,QA Review,120.1,Billable,Yes
TMS-001851,2023-08-01,PRJ-0155,CON-056,Delivery,23.6,Billable,Yes
TMS-001852,2023-08-01,PRJ-0155,CON-013,Delivery,16.2,Billable,Yes
TMS-001853,2023-06-01,PRJ-0156, CON-057,Delivery,108.8,Billable,Yes
TMS-001854,2023-06-01,PRJ-0156,CON-057,Delivery,44.3,Billable,Yes
TMS-001855,2023-08-01,PRJ-0156,CON-057,Delivery,56.6,Billable,Yes
TMS-001856,2023-08-01,PRJ-0156,CON-057,Client Workshop,80.7,Billable,Yes
TMS-001857,2023-05-01,PRJ-0156,CON-070,Delivery,81.9,Billable,Yes
TMS-001858,2023-07-01,PRJ-0156,CON-002,Delivery,165.3,Billable,Yes
TMS-001859,2023-05-01,PRJ-0156,CON-057,Client Workshop,85.6,Billable,Yes
TMS-001860,2023-08-01,PRJ-0156,CON-057,Analysis,182.4,Billable,No
TMS-001861,2023-06-01,PRJ-0156,CON-057,Analysis,50.4,Billable,Yes
TMS-001862,2023-06-01,PRJ-0156,CON-057,Analysis,137.1,Billable,Yes
TMS-001863,2023-06-01,PRJ-0156,CON-002,Analysis,165.2,Billable,Yes
TMS-001864,2023-05-01,PRJ-0156,CON-057,Delivery,147.9,Billable,Yes
TMS-001865,2023-06-01,PRJ-0156,CON-070,Analysis,25.6,,Yes
TMS-001866,2023-06-01,PRJ-0156,CON-002,Analysis,60.3,Billable,Yes
TMS-001867,2023-05-01,PRJ-0156,CON-002,Analysis,31.9,Billable,Yes
TMS-001868,2023-05-01,PRJ-0156,CON-057,Client Workshop,20.5,Billable,Yes
TMS-001869,2023-06-01,PRJ-0156,CON-002,Delivery,75.2,,Yes
TMS-001870,2023-06-01,PRJ-0156,CON-057,Delivery,26.3,Billable,Yes
TMS-001871,2023-07-01,PRJ-0156,CON-070,Delivery,90.9,Billable,Yes
TMS-001872,2023-05-01,PRJ-0156,CON-057,Analysis,70.9,Billable,Yes
TMS-001873,2023-05-01,PRJ-0156,CON-057,Sales Support,44.8,Non-Billable,Yes
TMS-001874,2023-06-01,PRJ-0156,CON-070,Delivery,79.8,Billable,Yes
TMS-001875,2023-07-01,PRJ-0156,CON-057,Client Workshop,23.8,Billable,Yes
TMS-001876,2025-09-01,PRJ-0157,CON-059,Analysis,84.4,Billable,Yes
TMS-001877,2025-12-01,PRJ-0157,CON-059,Delivery,83.3,,Yes
TMS-001878,2025-09-01,PRJ-0157,CON-034,Delivery,18.2,Billable,Yes
TMS-001879,2025-10-01,PRJ-0157,CON-059,Delivery,146.5,Billable,Yes
TMS-001880,2025-11-01,PRJ-0157,CON-055,Delivery,130.3,Billable,Yes
TMS-001881,2025-10-01,PRJ-0157,CON-055,Sales Support,21.1,Non-Billable,Yes
TMS-001882,2025-10-01,PRJ-0157,CON-055,Delivery,33.7,Billable,Yes
TMS-001883,2023-11-01,PRJ-0158,CON-054,Delivery,162.3,Billable,Yes
TMS-001884,2023-12-01,PRJ-0158,CON-054,Analysis,90.4,Billable,Yes
TMS-001885,2023-11-01,PRJ-0158,CON-054,Delivery,12.5,Billable,No
TMS-001886,2023-02-01,PRJ-0159,CON-042,Client Workshop,27.7,Billable,Yes
TMS-001887,2023-02-01,PRJ-0159,CON-042,Analysis,28.3,Billable,Yes
TMS-001888,2023-02-01,PRJ-0159,CON-048,Client Workshop,50.3,Billable,Yes
TMS-001889,2023-07-01,PRJ-0159,CON-042,Admin,193,Non-Billable,Yes
TMS-001890,2023-06-01,PRJ-0159,CON-048,Delivery,44.2,Billable,No
TMS-001891,2023-06-01,PRJ-0159,CON-042,Delivery,18.5,Billable,Yes
TMS-001892,2023-02-01,PRJ-0159,CON-048,Internal Training,12.8,,Yes
TMS-001893,2023-04-01,PRJ-0159,CON-042,Client Workshop,20.8,Billable,Yes
TMS-001894,2023-03-01,PRJ-0159,CON-048,Client Workshop,119,Billable,Yes
TMS-001895,2023-03-01,PRJ-0159,CON-042,Delivery,141,Billable,Yes
TMS-001896,2023-02-01,PRJ-0159,CON-048,Delivery,58.4,Billable,Yes
TMS-001897,2023-06-01,PRJ-0159,CON-042,Delivery,77.6,Billable,Yes
TMS-001898,2023-06-01,PRJ-0159,CON-042,Analysis,119.3,Billable,Yes
TMS-001899,2023-02-01,PRJ-0159,CON-042,QA Review,180.8,Billable,Yes
TMS-001900,2023-04-01,PRJ-0159,CON-042,QA Review,151.5,Billable,Yes
TMS-001901,2023-06-01,PRJ-0159,CON-042,Client Workshop,72.3,Billable,Yes
TMS-001902,2023-02-01,PRJ-0159,CON-048,Analysis,124.4,Billable,Yes
TMS-001903,2023-06-01,PRJ-0159,CON-042,Delivery,43.2,Billable,Yes
TMS-001904,2023-02-01,PRJ-0159,CON-048,QA Review,122.5,Billable,Yes
TMS-001905,2023-07-01,PRJ-0159,CON-048,Analysis,54.1,Billable,Yes
TMS-001906,2023-04-01,PRJ-0159,CON-048,Client Workshop,27.4,Billable,Yes
TMS-001907,2023-04-01,PRJ-0159,CON-042 ,QA Review,89.8,Billable,Yes
TMS-001908,2023-02-01,PRJ-0159,CON-042,Delivery,120.8,Billable,Yes
TMS-001909,2023-02-01,PRJ-0159,CON-048,QA Review,137.4,Billable,Yes
TMS-001910,2023-04-01,PRJ-0159,CON-048,Sales Support,32.8,Non-Billable,Yes
TMS-001911,2025-06-01,PRJ-0160,CON-032,Client Workshop,25.7,Billable,Yes
TMS-001912,2025-06-01,PRJ-0160,CON-033,Delivery,188.6,Billable,Yes
TMS-001913,2025-06-01,PRJ-0160,CON-004,Delivery,114.4,Billable,Yes
TMS-001914,2025-08-01,PRJ-0160,CON-004,Delivery,19.2,Billable,No
TMS-001915,2025-06-01,PRJ-0160,CON-004,Delivery,21.5,Billable,Yes
TMS-001916,2025-06-01,PRJ-0160,CON-032,Admin,6.4,Non-Billable,Yes
TMS-001917,2025-05-01,PRJ-0160,CON-033,QA Review,2,Billable,Yes
TMS-001918,2025-06-01,PRJ-0160,CON-032,Admin,2,Non-Billable,Yes
TMS-001919,2025-06-01,PRJ-0160,CON-032,Delivery,2,Billable,Yes
TMS-001920,2025-07-01,prj-0160,CON-032,Delivery,2,,Yes
TMS-001921,2024-02-01,PRJ-0161,CON-004,Admin,94.7,Non-Billable,Yes
TMS-001922,2024-02-01,PRJ-0161,CON-033,Delivery,87.2,Billable,Yes
TMS-001923,2024-03-01,PRJ-0161,CON-033,Delivery,17.5,Billable,Yes
TMS-001924,2024-05-01,PRJ-0161,CON-004,Analysis,12.5,Billable,Yes
TMS-001925,2024-04-01,PRJ-0161,CON-033,Client Workshop,120.9,Billable,Yes
TMS-001926,2024-02-01,PRJ-0161,CON-004,Delivery,68.5,Billable,Yes
TMS-001927,2024-05-01,PRJ-0161,CON-004,Delivery,145.6,Billable,Yes
TMS-001928,2024-04-01,PRJ-0161,CON-033,Delivery,49,Billable,Yes
TMS-001929,2024-06-01,PRJ-0161,CON-004,Delivery,59.9,Billable,Yes
TMS-001930,2024-03-01,PRJ-0161,CON-033,Client Workshop,153.3,Billable,Yes
TMS-001931,2024-06-01,PRJ-0161,CON-033,Analysis,171.4,Billable,Yes
TMS-001932,2024-06-01,PRJ-0161,CON-033,Delivery,32.2,Billable,Yes
TMS-001933,2024-02-01,PRJ-0161,CON-004,Analysis,18.9,Billable,Yes
TMS-001934,2024-01-01,PRJ-0162,con-001 ,Sales Support,186.5,Non-Billable,Yes
TMS-001935,2023-09-01,PRJ-0162,CON-001,Analysis,56.9,Billable,Yes
TMS-001936,2023-10-01,PRJ-0162,CON-048,Analysis,16.3,Billable,Yes
TMS-001937,2023-10-01,PRJ-0162,CON-001,Delivery,18.5,Billable,Yes
TMS-001938,2025-09-01,PRJ-0163,CON-056,Sales Support,146.4,Non-Billable,Yes
TMS-001939,2025-06-01,PRJ-0163,CON-070,Delivery,97.9,Billable,Yes
TMS-001940,2025-07-01,PRJ-0163,CON-056,Sales Support,60.2,Non-Billable,Yes
TMS-001941,2025-09-01,PRJ-0163,CON-056,Client Workshop,173.4,Billable,Yes
TMS-001942,2025-09-01,PRJ-0163,CON-070,Analysis,76.7,Billable,Yes
TMS-001943,2025-10-01,PRJ-0163,CON-056,Delivery,17.7,Billable,Yes
TMS-001944,2025-08-01,PRJ-0163,CON-070,Delivery,139.9,Billable,Yes
TMS-001945,2025-09-01,PRJ-0163,CON-056,Sales Support,26.8,Non-Billable,Yes
TMS-001946,2025-11-01,PRJ-0163,CON-070,Delivery,30.4,Billable,Yes
TMS-001947,2025-10-01,PRJ-0163,CON-070,Delivery,110.2,Billable,Yes
TMS-001948,2025-08-01,PRJ-0163,CON-056,Delivery,158.5,Billable,Yes
TMS-001949,2025-11-01,PRJ-0163,CON-056,Client Workshop,196.7,Billable,Yes
TMS-001950,2025-09-01,PRJ-0163,CON-070,Delivery,31,Billable,Yes
TMS-001951,2025-10-01,PRJ-0163,CON-070,Analysis,196.1,Billable,Yes
TMS-001952,2025-10-01,PRJ-0163,CON-056,Delivery,126.1,Billable,Yes
TMS-001953,2025-08-01,PRJ-0163,CON-056,Analysis,65.9,Billable,Yes
TMS-001954,2025-07-01,PRJ-0163,CON-070,Sales Support,182.9,Non-Billable,No
TMS-001955,2025-10-01,PRJ-0163,CON-070,Analysis,92.4,Billable,Yes
TMS-001956,2025-07-01,PRJ-0163,CON-070,Delivery,43.9,Billable,No
TMS-001957,2025-08-01,PRJ-0163,CON-056,Analysis,65.2,Billable,Yes
TMS-001958,2025-08-01,PRJ-0163,CON-070,Delivery,89.5,Billable,Yes
TMS-001959,2025-07-01,PRJ-0163,CON-056,Analysis,176.6,Billable,Yes
TMS-001960,2025-08-01,PRJ-0163,CON-070,Delivery,54.6,Billable,Yes
TMS-001961,2025-10-01,PRJ-0163,CON-056,Analysis,81.3,Billable,Yes
TMS-001962,2025-06-01,PRJ-0163,CON-056,Delivery,38.6,,No
TMS-001963,2025-10-01,PRJ-0163,CON-070,Admin,57.6,Non-Billable,Yes
